ch1,ch2,elapsed_s,i,ival,p,phase
0.3441162109375,0.03759765625,7.222769498825073,10.000527898530768,0.0096435546875,0.010009765625,monitor
0.1639404296875,0.00830078125,7.632201194763184,10.000527898530768,0.007568359375,0.010009765625,monitor
0.17041015625,0.0069580078125,8.008760929107666,10.000527898530768,0.0067138671875,0.010009765625,monitor
0.1705322265625,0.0062255859375,8.381748676300049,10.000527898530768,0.0062255859375,0.010009765625,monitor
0.1734619140625,0.0064697265625,8.756040096282959,10.000527898530768,0.006103515625,0.010009765625,monitor
0.1744384765625,0.0057373046875,9.13109803199768,10.000527898530768,0.005859375,0.010009765625,monitor
0.16796875,0.005615234375,9.508078575134277,10.000527898530768,0.005615234375,0.010009765625,monitor
0.1722412109375,0.005615234375,9.882176399230957,10.000527898530768,0.0059814453125,0.010009765625,monitor
0.1739501953125,0.006103515625,10.254082679748535,10.000527898530768,0.0057373046875,0.010009765625,monitor
0.169677734375,0.0054931640625,10.641048431396484,10.000527898530768,0.0062255859375,0.010009765625,monitor
0.171142578125,0.0062255859375,10.998572587966919,10.000527898530768,0.006591796875,0.010009765625,monitor
0.184814453125,0.0062255859375,11.389392614364624,10.000527898530768,0.00634765625,0.010009765625,monitor
0.163818359375,0.0059814453125,11.762224912643433,10.000527898530768,0.0059814453125,0.010009765625,monitor
0.1806640625,0.0057373046875,12.13763689994812,10.000527898530768,0.0057373046875,0.010009765625,monitor
