ch1,ch2,elapsed_s,i,ival,p,phase
0.3228759765625,0.1407470703125,7.100515604019165,10.000527898530768,0.1361083984375,0.010009765625,monitor
0.2034912109375,0.134033203125,7.51673436164856,10.000527898530768,0.133056640625,0.010009765625,monitor
0.201904296875,0.1324462890625,7.950762748718262,10.000527898530768,0.1326904296875,0.010009765625,monitor
0.205078125,0.1324462890625,8.385236978530884,10.000527898530768,0.131591796875,0.010009765625,monitor
0.203369140625,0.1304931640625,8.75982117652893,10.000527898530768,0.1298828125,0.010009765625,monitor
0.2071533203125,0.12939453125,9.135792016983032,10.000527898530768,0.129150390625,0.010009765625,monitor
0.203857421875,0.128662109375,9.514541625976562,10.000527898530768,0.12841796875,0.010009765625,monitor
0.2056884765625,0.128173828125,9.952335357666016,10.000527898530768,0.1280517578125,0.010009765625,monitor
0.20458984375,0.1280517578125,10.324334144592285,10.000527898530768,0.1279296875,0.010009765625,monitor
0.2060546875,0.1275634765625,10.696443557739258,10.000527898530768,0.1273193359375,0.010009765625,monitor
0.204833984375,0.1268310546875,11.082986116409302,10.000527898530768,0.1265869140625,0.010009765625,monitor
0.20361328125,0.12646484375,11.455608367919922,10.000527898530768,0.1263427734375,0.010009765625,monitor
0.2061767578125,0.1259765625,11.829064846038818,10.000527898530768,0.1259765625,0.010009765625,monitor
